title,url,mp_name,rejected_type,rejected_reason,rejected_time
5万美元外汇额度怎么用最安全？这3个坑千万别踩！,https://mp.weixin.qq.com/s/vaD4Jdz2mh1bOdVf4QlYww,蓝星探险,🙅‍ 不选,标题涉及'外汇额度'和'坑'，属于外汇管制相关高危主题，政策风险高，必须排除。,2025-11-27 05:55:36
养娃需要超级强大的内心,https://mp.weixin.qq.com/s/BbKk4FJzNFpoVq2pRPr-Bg,港险研究院,🙅‍ 不选,标题为个人情绪或生活记录，与香港保险无关，无价值内容。,2025-11-27 05:55:36
香港保险的钱怎么回内地？手把手教你轻轻松松到账~,https://mp.weixin.qq.com/s/flDi_Ka3zT8s7wyaDXJBzQ,港险研究院,⛔ 看文章再确定,标题涉及香港保险资金回内地，可能有操作价值，但是否提炼出可复用痛点不明确，需要阅读判断。,2025-11-27 05:55:36
今年90%的业务来自于4个客户：世界残酷的真相，藏在这个“尾部”里,https://mp.weixin.qq.com/s/mx35NQpkH9VZ3QSX3GHd5A,港险研究院,🙅‍ 不选,标题为一般商业或生活感悟，与香港保险无关，无价值内容。,2025-11-27 05:55:36
IBKR别乱开，被拒一次永久黑名单,https://mp.weixin.qq.com/s/xTSLZomkXl8nFJw1oOGWKg,leesin境外咨询笔记,🙅‍ 不选,标题涉及IBKR（投资平台）开户，属于开户和投资相关，非香港保险主题。,2025-11-27 05:55:36
企业公转私合规路径：香港保险3类实操方案拆解,https://mp.weixin.qq.com/s/353Kn70gS75yoDOMWN8AZQ,港险渠道,⛔ 看文章再确定,标题涉及企业资金使用香港保险的合规路径，可能有价值，但是否为客户痛点或决策逻辑不明确，需要阅读判断。,2025-11-27 05:55:36
老客户带着朋友“组团追购”的产品有多牛？,https://mp.weixin.qq.com/s/xVWxunuBdEt9GFCBxTrnjQ,港险渠道,⛔ 看文章再确定,标题使用个人化叙事（老客户组团追购），指向热门产品，但未点明具体产品，需阅读判断是否为搜索流内核。,2025-11-27 05:55:36
美元贬到“破防”，为啥央行还攥着56.3%的储备不放？,https://mp.weixin.qq.com/s/O3GQkQCcbgtzPGCzEI92mQ,港险渠道,🙅‍ 不选,标题涉及央行储备和美元贬值，属于外汇政策相关高危主题，与香港保险无关。,2025-11-27 05:55:36
汇丰宣布恢复内地开户，人在内地直接申请！,https://mp.weixin.qq.com/s/uCjwMM6HiuJRQAPB37NGMg,崔伟说投资,🙅‍ 不选,标题涉及'汇丰恢复内地开户'，属于开户类型，高危政策风险。,2025-11-27 05:55:36
香港账户开户新捷径！汇丰香港 APP 支持内地线上预审，18 分钟完成，赴港 APP 激活超灵活,https://mp.weixin.qq.com/s/5qpvJ0LI8NyplMVh7GpEDQ,心水保,🙅‍ 不选,标题涉及'香港账户开户'，属于开户高危类型，政策风险。,2025-11-27 05:55:37
我为什么要开香港银行卡？没想到竟然有这么多好处：无管理费、无管制、多币种、高利率？,https://mp.weixin.qq.com/s/DwnP134DYXPzBq8AJbe9vQ,小冯妮儿聊港险,🙅‍ 不选,标题聚焦香港银行开户的好处，涉及'无管制'等潜在政策风险，与香港储蓄险业务无关，属于非相关主题，一律不选。,2025-11-27 05:55:37
服了！汇丰香港内地线上开ONE账户渠道又关闭了！,https://mp.weixin.qq.com/s/JKdUAvLTAfJ1WXbeVz8jjA,小冯妮儿聊港险,🙅‍ 不选,标题涉及香港银行开户渠道关闭，属于开户相关的高危政策风险主题，与业务无关，一律不选。,2025-11-27 05:55:37
赚大了！香港汇丰银行又能内地线上开户了，人在内地、0门槛就能开~,https://mp.weixin.qq.com/s/VpnRwETr8D6B5js6RAZqFw,小冯妮儿聊港险,🙅‍ 不选,标题聚焦香港银行开户攻略，涉及跨境政策和'0门槛'，属于高危开户内容，对账号安全构成威胁，一律不选。,2025-11-27 05:55:37
大变局下的财富指南：从“十五五”战略到个人资产配置策略,https://mp.weixin.qq.com/s/YAhar5dmMLguwgT_lvaXug,港险圈研究院,🙅‍ 不选,标题涉及宏观国家战略和通用资产配置，未明确指向香港保险，属于非相关主题，与业务无关，一律不选。,2025-11-27 05:55:37
我一周亏40万，朋友一天亏400万~,https://mp.weixin.qq.com/s/Mcip5TLKjAOsviwdnIeU-A,有态度的精蒜湿,🙅‍ 不选,标题为个人情绪宣泄，涉及投资损失，未明确与香港保险相关，无法提炼通用逻辑，一律不选。,2025-11-27 05:55:37
十年老银行人自爆：存款超过20万，一定要试试这3种存法！能多赚2年利息！,https://mp.weixin.qq.com/s/4SakMabA7uaJBwiEyAa9Kw,伟伟说投资,🙅‍ 不选,标题聚焦银行存款攻略，与香港保险无关，属于非相关主题，一律不选。,2025-11-27 05:55:37
风向彻底变了！富人集体“调仓”，新一轮资产置换潮来了？,https://mp.weixin.qq.com/s/yf9QaGLtBn3OTCiK8u2HZg,伟伟说投资,🙅‍ 不选,标题涉及通用资产调仓和宏观趋势，未明确香港保险，属于非相关主题，一律不选。,2025-11-27 05:55:37
国家出大招！养老金直买国债，专用通道不用拼手速？,https://mp.weixin.qq.com/s/GtWZfQxng8bAcX56AW0knw,伟伟说投资,🙅‍ 不选,标题涉及内地养老金政策和国债，与香港保险无关，属于政策风险和非相关主题，一律不选。,2025-11-27 05:55:37
国企快返年金王！当年即领+年化3.3%，值得入手吗？,https://mp.weixin.qq.com/s/3wnVQ71kigYvN-5xIZDyVw,伟伟说投资,⛔ 看文章再确定,标题提及年金产品和收益，但未明确是否香港保险，是否能提炼香港储蓄险痛点不明确，需要阅读判断。,2025-11-27 05:55:37
2025年11月24日，香港中银人寿推出新款储蓄险（寰御安心）,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 05:55:37
直播预告 | 本金不动，每年吃息3.3%+,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 05:55:37
直播预告 | 本金不动，每年吃息3.3%+,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 05:55:37
直播预告 | 本金不动，每年吃息3.3%+,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 05:55:37
直播预告 | 本金不动，每年吃息3.3%+,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 05:55:37
2025年11月24日，香港中银人寿推出新款储蓄险（寰御安心）,https://mp.weixin.qq.com/s/brBxINM2hZGaOcnTNoUVzQ,香港保险行业资讯,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-27 07:19:11
交完钱就能领！国寿，太平，太保3大中资保司年金险深度对比！,https://mp.weixin.qq.com/s/2DSNnKr2Wrjut1WcmnCalA,蓝星探险,⛔ 看文章再确定,公司名无地区标识，不确定是否内地产品,2025-11-27 07:19:50
预期复利5.5%，终身保证吃息2.5%，太平洋人寿疯了！,https://mp.weixin.qq.com/s/DqDhC5qJlx8kr7NZHacmfA,蓝星探险,🙅‍ 不选,太平洋人寿为内地公司，非港险,2025-11-27 07:19:51
香港保险的多元货币，没你想的那么简单！,https://mp.weixin.qq.com/s/oBCn0rbox9ZZG9mm7vCFQQ,蓝星探险,⛔ 看文章再确定,主题相关但无产品名，需看内容判断价值,2025-11-27 07:19:51
收益超高的周大福飞扬盛世，你真的敢买吗？,https://mp.weixin.qq.com/s/otNaCqYN9nPzSUfTedjaZg,蓝星探险,⛔ 看文章再确定,品牌关联不完全确定为港险储蓄险,2025-11-27 07:19:51
港险前20年谁最能打？实测十几款产品，仅这3款入围,https://mp.weixin.qq.com/s/C3EhPP4VqAIJTIPWyJfKjw,蓝星探险,⛔ 看文章再确定,未点产品名但可能是产品测评，需看内容,2025-11-27 07:19:51
买港险养老，第15年用钱，现金价值竟被腰斩？,https://mp.weixin.qq.com/s/FB9_dvQMXl3K9oFhydORBg,港险研究院,⛔ 看文章再确定,未点产品名，需判断是否具体可复用逻辑,2025-11-27 07:19:51
安达传承首创V，不愧是巴菲特严选,https://mp.weixin.qq.com/s/5HwanpQlwXTXaAr6m0Hg3Q,港险研究院,⛔ 看文章再确定,需核实产品是否属于港险储蓄险,2025-11-27 07:19:51
何以解忧？中产财富规划，宏利宏挚传承给出最优解？,https://mp.weixin.qq.com/s/OKi38M2BIXx0VJgHqmE2wg,港险渠道,⛔ 看文章再确定,虽有产品名但题型偏情绪，需看内容深度,2025-11-27 07:19:51
香港5年交储蓄险收益天花板：安盛盛利II登顶提领之王？7款爆款实测,https://mp.weixin.qq.com/s/FosmNT4K8w1Bk9sMYx6mCQ,港险渠道,⛔ 看文章再确定,虽为产品测评但未点具体7款，需看内容,2025-11-27 07:19:51
解锁香港热门储蓄险的「提领密码」：打造终身现金流攻略,https://mp.weixin.qq.com/s/ZukPOHYGp0AsUkW5KgKLZQ,崔伟说投资,⛔ 看文章再确定,无产品名但可能有价值，需内容判断,2025-11-27 07:19:51
太保香港「鑫相伴」快返年金王！保证2.5%领130年，还能换人领！,https://mp.weixin.qq.com/s/KSBwZEIcWc-EFtB4KyVhKA,长城港险,⛔ 看文章再确定,产品是否确属港险需确认,2025-11-27 07:19:51
深扒友邦公司背景：百年品牌背后的 AIG 旧债，你以为的稳，真撑得过 30 年吗,https://mp.weixin.qq.com/s/PIIBYG16DkyND0NPfLxV0A,心水保,⛔ 看文章再确定,涉及公司风险但需判断是否越界,2025-11-27 07:19:51
中产家庭的 “备用水脉”：香港保险不是智商税，是危机时的财富护城河！,https://mp.weixin.qq.com/s/kfecJH3yzXG2Nq_NZJibHA,心水保,⛔ 看文章再确定,无产品名，概念性内容需判断价值,2025-11-27 07:19:51
放弃 “收益排行”！8 家港险保司真实测评：分红实现率波动、条款陷阱、股东风险一文说透,https://mp.weixin.qq.com/s/aHbOcphCMgP9qsE-SYNX-g,心水保,⛔ 看文章再确定,范围较广，需看是否可复用,2025-11-27 07:19:51
中资港险新选择！太保「鑫相伴」：3.3% 年领 + 本金不缩水，传承 + 就医 + 养老权益一站式搞定,https://mp.weixin.qq.com/s/890Xn4LZUawryGvD-ITWJA,心水保,⛔ 看文章再确定,需确认为港险产品,2025-11-27 07:19:51
9. 周大福放大招！飞扬盛世认购期确认延长，10.1% 预缴利率,,未知公众号,🙅‍ 不选,非保险产品,2025-11-27 07:19:51
11. 港险产品别只盯 “谁先到 6.5%”！长期收益稳不稳，这 3 个细节才是关键,https://mp.weixin.qq.com/s/XlQ9o4XLxHyt75dFLxQYow,心水保,⛔ 看文章再确定,未点名产品,2025-11-27 07:19:51
15. 五年定存下架，存款利率走低？香港保险稳赚30年,,未知公众号,⛔ 看文章再确定,未点名产品,2025-11-27 07:19:51
18. 香港储蓄险前20年收益终极PK,,未知公众号,⛔ 看文章再确定,未指向具体产品,2025-11-27 07:19:51
19. 内地分红险预定利率跌破2%，6.5%香港分红险更具性价比,https://mp.weixin.qq.com/s/Tn87wxXL0p-BvJcKOfsc6Q,港险优选专家,⛔ 看文章再确定,泛对比,2025-11-27 07:19:51
21. 内地客户的第一款港险闭眼选：友邦/永明/太平洋三款王牌,,未知公众号,⛔ 看文章再确定,未点具体产品,2025-11-27 07:19:51
26. 40岁养老，中国人寿「鑫鸿福」or中国人寿海外「傲珑盛世」,,未知公众号,⛔ 看文章再确定,内地+海外混合未明,2025-11-27 07:19:51
27. 2025年香港保险和大陆保险的区别,,未知公众号,⛔ 看文章再确定,行业科普,2025-11-27 07:19:51
31. 38岁中产的香港重疾险方案,,未知公众号,⛔ 看文章再确定,重疾不一定有通用逻辑,2025-11-27 07:19:51
33. 安达「安心退休」终身派息,,未知公众号,⛔ 看文章再确定,非主流监控保司,2025-11-27 07:19:51
35. 五年缴费 17款产品保证收益对比,,未知公众号,⛔ 看文章再确定,大合集需细看,2025-11-27 07:19:51
36. 香港养老年金险vs内地养老年金险,,未知公众号,⛔ 看文章再确定,跨地区科普,2025-11-27 07:19:51
38. 我用安盛盛利II给女儿备终身现金流,,未知公众号,⛔ 看文章再确定,故事类,2025-11-27 07:19:51
40. 中国人寿新品养老金 vs 傲珑创富,,未知公众号,⛔ 看文章再确定,内地+海外混合,2025-11-27 07:19:51
41. 港险短缴攻略：2/3年交,,未知公众号,⛔ 看文章再确定,未指向产品,2025-11-27 07:19:51
42. 港险“567”提领王易主？,,未知公众号,⛔ 看文章再确定,缺少产品名,2025-11-27 07:19:51
44. 你的香港保单成“孤儿”了？,,未知公众号,⛔ 看文章再确定,售后类型,2025-11-27 07:19:51
46. 这家号称10年分红实现率100%的保险,,未知公众号,⛔ 看文章再确定,未点产品,2025-11-27 07:19:51
47. 5%vs3.3%？太保 vs 中银,,未知公众号,⛔ 看文章再确定,可能涉内地,2025-11-27 07:19:51
48. 银行都慌了？太保3%吃息,,未知公众号,⛔ 看文章再确定,可能非港险,2025-11-27 07:19:51
49. 6款顶尖港险巅峰对决,,未知公众号,⛔ 看文章再确定,未列具体产品,2025-11-27 07:19:51
50. 如何挑选HK储蓄险？,,未知公众号,⛔ 看文章再确定,纯科普,2025-11-27 07:19:51
不讲预期，只派真金！终身锁息2.5%，快返年金王横空出世！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
2025年11月24日，香港中银人寿推出新款储蓄险（寰御安心）,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
8. 高净值人群都在抢！国寿融资保单：9 年复利 7%+ 单利 13.94%，171 万本金变 386 万,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
10. 港险老大哥友邦深度拆解：亚洲投资策略 + 分红兑现力,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
12. 港险收益新格局！富卫盈聚天下 2：236 提领碾压同类,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
13. 11 月港险选购指南：安盛 / 友邦 / 万通等爆款上榜,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
14. 友邦「环宇盈活」VS永明「星河尊享2」,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
16. 2025年两地分红险深度测评 | 2%内地VS 6.5%香港,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
17. 2025香港保险公司十大排名,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
20. 永明「星河尊享2」长期稳健！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
22. 安盛「盛利2」吸引大批回头客,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
23. 安盛「盛利2」vs 友邦「环宇盈活」,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
24. 11月最新香港储蓄险榜单,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
25. 香港友邦2025年最新财报解读,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
28. 友邦vs保诚vs安盛vs宏利：45岁姐姐案例,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
29. 太保（香港）「鑫相伴」：终身吃息,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
30. 万通新品「富饶万家」 vs 「富饶千秋」,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
32. 11月香港保险排行榜,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
34. 富卫新品「盈聚‧天下Ⅱ」不适合所有人,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
37. 友邦vs保诚vs安盛vs宏利案例,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
39. 安盛盛利II至尊 vs 环宇盈活 vs 万年青,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
43. 太保「鑫相伴」年金险：交完能领,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
45. 万通「富饶万家」超全测评,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-27 07:19:51
友邦「环宇盈活」vs 永明「星河尊享2」：顶尖对决，选错=白买？,https://mp.weixin.qq.com/s/SbX-IjqQcKpb4If5n7RT_g,木木小财女,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-29 00:31:06
重疾赔后，还能继续赔同组？「海绵保宝」给孩子持续保障！,https://mp.weixin.qq.com/s/xUVRvgAqrfCcYv1aEQUd1Q,木木小财女,🙅‍ 不选,重疾险产品「海绵保宝」为内地产品，与香港储蓄险业务无关。,2025-11-29 00:32:37
你们都误会香港保险了！,https://mp.weixin.qq.com/s/Vfn0eTuGPQMB7l2pytJSPQ,特别分子Mark,⛔ 看文章再确定,泛香港保险观点类标题，未指向具体产品，也未明显具备钩子特征，需要阅读判断是否有可复用的底层逻辑。,2025-11-29 00:32:37
高考以外的选择：远见父母，考虑以⾹港储蓄寿险为子女留学做准备,https://mp.weixin.qq.com/s/UzMJORSTUBfCGNltgDX3Lg,香港保险圈,⛔ 看文章再确定,带有场景，但未指向产品，内容价值不明确。,2025-11-29 00:32:37
内地人买港险违法吗，钱想转回内地方便吗？,https://mp.weixin.qq.com/s/CDw67Xl7Q7DoTWJrOsz7RQ,多财Global,🙅‍ 不选,涉及合规、资金跨境相关，政策风险边界太高。,2025-11-29 00:32:37
港险，再见。长坡，你好。,https://mp.weixin.qq.com/s/Qm0Dv6jMoYfBgrbDWHATLA,港险研究院,⛔ 看文章再确定,标题极度模糊，无法判断指向。,2025-11-29 00:32:37
公职人员可以买香港保险吗？申报哪些内容？怎么签？,https://mp.weixin.qq.com/s/nz-Lj03C_9wCexDII1EL5Q,港险渠道,⛔ 看文章再确定,敏感身份合规内容，需查看是否存在政策风险。,2025-11-29 00:32:37
人民币强势升破7.09！现在是配置香港美元资产的历史性机遇吗？,https://mp.weixin.qq.com/s/CrRUT18ETJOP99nQbniNhg,港险渠道,🙅‍ 不选,涉及汇率、宏观美元资产判断，属于高危“换汇/汇率”范畴。,2025-11-29 00:32:37
最新，跨境支付通香港和内地银行数量大幅扩容……,https://mp.weixin.qq.com/s/BEUsAUUzU_VV-wZJIBbOfQ,崔伟说投资,🙅‍ 不选,明确高危政策词“跨境支付通”，直接排除。,2025-11-29 00:32:37
香港微蓝保险公司，不承保国家/地区名单,https://mp.weixin.qq.com/s/UEo2C-yAaZkCZGyorE74sQ,香港保险行业资讯,⛔ 看文章再确定,公司承保范围说明类，需看是否有业务价值。,2025-11-29 00:32:37
五年定存下架，存款利率持续走低？香港保险稳赚 30 年，成“挪储锁息”最佳选择！,https://mp.weixin.qq.com/s/Wv4gu1geVA3H9INHaG-Nqw,港险优选专家,⛔ 看文章再确定,整体偏宏观利率讨论，需要确认是否触及政策高危。,2025-11-29 00:32:37
香港储蓄险前20年收益终极PK：这三款躺赚神器，让财富滚雪球！,https://mp.weixin.qq.com/s/gtmjE8jhIFvSOWHATDhRZw,港险优选专家,⛔ 看文章再确定,数字+PK，但未点明具体产品，接近钩子，需要内容确认。,2025-11-29 00:32:38
内地客户的第一款港险闭眼选：友邦/永明/太平洋三款王牌，选它不出错！,https://mp.weixin.qq.com/s/K4KsaljrA8a-ad14qRNO3Q,港险优选专家,⛔ 看文章再确定,产品组合推荐，但标题太泛，需要确认是否有深度逻辑。,2025-11-29 00:32:38
开门红第二弹！太平洋人寿（内地）-鑫福相伴（盛世版）VS 太平洋人寿（香港）-世代鑫享，30年差距高达45万！,https://mp.weixin.qq.com/s/r79Lg8QHWLJPBeL1jEWdKg,小冯妮儿聊港险,🙅‍ 不选,含内地开门红产品，不属于相关业务范畴。,2025-11-29 00:32:38
香港银行卡里有10万美金，这么做年化3%-10%，美元定存/货币基金/美国国债/香港储蓄险怎么选？,https://mp.weixin.qq.com/s/Gvk8AtyB4Oxy-PUUMzZTjQ,小冯妮儿聊港险,🙅‍ 不选,包含美债、货币基金、定存多类资产配置，偏离香港储蓄险业务。,2025-11-29 00:32:38
40岁养老，中国人寿开门红「鑫鸿福」养老金 or 中国人寿海外「傲珑盛世」？,https://mp.weixin.qq.com/s/THCLMkg-rG3s_2E1yQ-TNA,小冯妮儿聊港险,🙅‍ 不选,出现内地开门红，混合对比依旧排除。,2025-11-29 00:32:38
2025年一文讲清，香港保险和大陆保险的区别！,https://mp.weixin.qq.com/s/HeVmTK_V5cCkmCmLh3JJ0g,小冯妮儿聊港险,⛔ 看文章再确定,大观点内容，需确认是否有底层逻辑可抽取。,2025-11-29 00:32:38
38岁中产的香港重疾险方案：保额10万美金，首年杠杆36倍！,https://mp.weixin.qq.com/s/QSdZ3rR8Hp8W_mdQ2vnhWg,小冯妮儿聊港险,🙅‍ 不选,重疾险与核心储蓄险业务无关。,2025-11-29 00:32:38
养老首选！保证派息4.47%，写进合同，安达「安心退休」让你稳定拿钱到100岁~,https://mp.weixin.qq.com/s/-w4Y1Q5d_qctxKD7nHygWA,小冯妮儿聊港险,⛔ 看文章再确定,虽然有产品名，但需确认派息是否涉及敏感资产说明。,2025-11-29 00:32:38
香港养老年金险vs内地养老年金险，差距高达30多万，买养老金必看！,https://mp.weixin.qq.com/s/fOLWZYx2BlZ5DkLaYrD_tg,小冯妮儿聊港险,⛔ 看文章再确定,涉及港险VS内地险，可能偏行业讨论，也可能有价值，需要看文判断。,2025-11-29 00:32:38
太保「鑫相伴」年金险：交完就能领，每年3.3%，失智双倍领，剩余现价还能一直涨？,https://mp.weixin.qq.com/s/VeFCdqVb4dlrZ-j2tRINrg,港险圈研究院,🙅‍ 不选,太保为内地保险公司且内容属于纯内地年金险，与港险业务无关。,2025-11-29 00:32:38
作为太平香港的客户，看到它这次的反应，我放心了,https://mp.weixin.qq.com/s/kIj0AInE2jHn-W9io8rGlA,有态度的精蒜湿,⛔ 看文章再确定,含太平香港，但方向不明，可能是公司动作或情绪类，需要看文判断。,2025-11-29 00:32:38
这家号称10年实现分红实现率100%的保险，到底能不能买？,https://mp.weixin.qq.com/s/ERgDc0-kFkBo2A_t_829Aw,有态度的精蒜湿,⛔ 看文章再确定,没有说具体产品或是否为香港保险，需要看文章确认。,2025-11-29 00:32:38
直播预告 | 太平洋保险王炸年金，每年稳收3.3%,https://mp.weixin.qq.com/s/257kUr1iZPvm9X4G7HODiw,伟伟说投资,🙅‍ 不选,太平洋保险为内地保险公司，属于内地年金险。,2025-11-29 00:32:38
太保爆款升级！蛮好的人生2025年金保险（分红型）五年就领，终身吃息3%！,https://mp.weixin.qq.com/s/JIw7ZM-FqjWLUd1-v75bwA,伟伟说投资,🙅‍ 不选,太保为内地险，非香港保险。,2025-11-29 00:32:38
银行内部提醒：2026年起，这4种存款悄悄亏本金！90%储户还在踩坑,https://mp.weixin.qq.com/s/fbcL-uminM7QvDPUhlEDjg,伟伟说投资,🙅‍ 不选,纯银行存款内容，不涉及港险。,2025-11-29 00:32:38
太保王炸年金！每年稳收3.3%，本金还在一直涨,https://mp.weixin.qq.com/s/R6fTxFFb47hGkTbRMu7_CQ,伟伟说投资,🙅‍ 不选,太保为内地保险公司，与港险无关。,2025-11-29 00:32:38
5%反而拼不过3.3%？太保中银硬核PK，选错可能少拿20万！,https://mp.weixin.qq.com/s/KNM5tZx9z6T7STln0pW5OQ,伟伟说投资,🙅‍ 不选,包含太保（内地）且对比分不明确是否中银香港，风险大，归不选。,2025-11-29 00:32:38
银行都慌了？太保3%吃息王炸暴击低利率，终身领钱本金还在,https://mp.weixin.qq.com/s/zIAsxIPGUGP6q8wJsIYFgA,伟伟说投资,🙅‍ 不选,太保为内地保险公司，与港险业务无关。,2025-11-29 00:32:38
40岁不上班，每年躺收9.2万一直到老，即交即领…（全文为年金解析）,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-29 00:32:38
香港保险12月优惠汇总！年末冲刺优惠多，降息前绝佳投保窗口期！,https://mp.weixin.qq.com/s/D6wz8BddCnP7TF-rd13gZw,崔伟说投资,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-12-08 14:23:00
知名教授揭秘“香港金饭碗”：“直接原地躺平，堪比事业单位退休！”,https://mp.weixin.qq.com/s/9W7a1ySTD57cDXyGbKeTzA,港险宝宝PRO,🙅‍ 不选,非保险内容。,2025-12-08 14:24:33
万通保险、胡润百富联合发布《2025中国高净值人群金融投资需求与趋势白皮书》,https://mp.weixin.qq.com/s/u_YZZDLuyLQuEuygweeumg,港险宝宝PRO,🙅‍ 不选,研究白皮书，非保险主题。,2025-12-08 14:24:33
20亿港元？太平香港：“能赔快赔、应赔尽赔、合理预赔”！,https://mp.weixin.qq.com/s/2qT4MrDyaupgtR3aGQDOIw,港险宝宝PRO,🙅‍ 不选,公司理赔新闻，无投保价值。,2025-12-08 14:24:33
香港火灾，保险业等各界在行动，周大福捐款2000万，万通捐款1000万，还有。。。,https://mp.weixin.qq.com/s/cWAbh-Xc0QEXK8i7ryM9RA,港险宝宝PRO,🙅‍ 不选,社会新闻。,2025-12-08 14:24:33
从解码财富到定义未来：万通保险与胡润联合发布《2025中国高净值人群金融需求与趋势白皮书》,https://mp.weixin.qq.com/s/T6mghjIcTDHpPmuihSnc6w,香港保险圈,🙅‍ 不选,非保险内容。,2025-12-08 14:24:33
不出国不移民，有必要买美元资产吗？,https://mp.weixin.qq.com/s/fJ_H9g0NwtEHBRSaErjbfg,蓝星探险,🙅‍ 不选,美元资产投资泛财经。,2025-12-08 14:24:33
债基三天跌没两年收益，年底理财这颗雷，不得不防,https://mp.weixin.qq.com/s/1w_pkHJeUKsxmCZAsWR5tg,港险研究院,🙅‍ 不选,纯理财财经内容。,2025-12-08 14:24:34
二十年私行老兵：2026年，守住财富比赚钱难十倍,https://mp.weixin.qq.com/s/nLkkm5KFSlCiRUPUvfUdcg,港险研究院,🙅‍ 不选,个人观点类财经。,2025-12-08 14:24:34
5年期存单停售！财富“退路”在哪里？,https://mp.weixin.qq.com/s/sa5EXZj_c7BSXIY6gyNjjQ,港险研究院,🙅‍ 不选,非保险。,2025-12-08 14:24:34
你的房子，正在被“演员”围猎,https://mp.weixin.qq.com/s/lpAfVgqZCo-R89DdY2YJPw,港险研究院,🙅‍ 不选,社会新闻。,2025-12-08 14:24:34
保险费用“新算法”：你的保费，今后可能更便宜,https://mp.weixin.qq.com/s/MUMr9zGySXPTR8kApw0gRg,港险渠道,🙅‍ 不选,行业监管新闻。,2025-12-08 14:24:34
万通与胡润百富 发布《高净值金融投资白皮书》,https://mp.weixin.qq.com/s/ZbEH822VkBDZyItsjfFPSg,港险渠道,🙅‍ 不选,白皮书非保险。,2025-12-08 14:24:34
官宣，19万亿，香港成全球资金避险安全港！,https://mp.weixin.qq.com/s/xlELZFGkd77qNzCJmIHHng,崔伟说投资,🙅‍ 不选,宏观资金流新闻。,2025-12-08 14:24:34
2025年12月起，香港友邦保险新增APP取美元入账功能,https://mp.weixin.qq.com/s/YOf8snKkOpgGTUZZmUYQDA,香港保险行业资讯,🙅‍ 不选,敏感方向靠近跨境资金相关。,2025-12-08 14:24:34
2025年，香港保诚公司在售3款重疾险对比,https://mp.weixin.qq.com/s/804XbSQB_Q9IYvchYqgssQ,香港保险行业资讯,🙅‍ 不选,重疾险，且无港险储蓄险关联,2025-12-08 14:24:34
香港10款重疾险，“原位癌”具体病种,https://mp.weixin.qq.com/s/kT09iJFTWiIIx_oafhjm5g,香港保险行业资讯,🙅‍ 不选,重疾险主题,2025-12-08 14:24:34
2025年12月起，香港友邦保险新增APP取美元入账功能,https://mp.weixin.qq.com/s/YOf8snKkOpgGTUZZmUYQDA,香港保险行业资讯,🙅‍ 不选,银行/入账功能易涉及资金流，非保险内容,2025-12-08 14:24:34
